customer_id,signup_date,churn_date,subscription_type,monthly_revenue,csat_score,customer_segment,country,customer_age_months,churn_reason,last_active_date,clv,contract_length_months,expansion_status,onboarding_score,support_tickets,churned,clv_segment,adjusted_csat,segment_id,segment_number,segment_name,customer_count_bin,support_ticket_category,active_status,seats_purchased,seats_used,seat_utilization_rate,renewal_date,renewal_status,account_health_score,team_size,industry,feature_adoption_rate,active_features,customer_lifetime_days,is_churned,signup_year
266,2023-12-23,,basic,100,3,mid-market,switzerland,70,,2029-09-30,3600,36,Expanded,39,9,0,Low,2.773414114087956,3,New,Cluster 2,0-100,Technical,Active,23,10,0.4347826086956521,2026-12-23,renewed,59.40317179828807,100-500,retail,0.3480634359657613,6,288,0,2023
267,2023-09-08,,pro,100,3,small business,germany,73,,2029-09-30,3600,36,No Change,85,2,0,Medium,3.9195820408097006,0,New,Cluster 3,500+,Billing,Active,13,12,0.9230769230769232,2026-09-08,renewed,73.13467036633729,50-100,technology,0.3426934073267458,6,394,0,2023
268,2024-11-15,,enterprise,425,3,enterprise,switzerland,59,,2029-09-30,7200,12,Expanded,80,7,0,Medium,2.4916948849868006,0,New,Cluster 3,100-500,General,Active,21,14,0.6666666666666666,2025-11-15,renewed,69.89837446471279,10-50,retail,0.4779674892942559,9,-40,0,2024
269,2023-10-26,,enterprise,150,3,small business,canada,72,,2029-09-30,5400,36,No Change,60,8,0,Low,2.044436964051161,0,At Risk,Cluster 4,500+,Billing,Active,13,8,0.6153846153846154,2026-10-26,renewed,60.66247665326733,50-100,retail,0.3332495330653466,6,346,0,2023
270,2021-10-10,2022-02-10,basic,50,2,small business,germany,4,lack of support,2022-02-10,600,12,No Change,82,1,1,High,1.481341029514306,4,Churned,Cluster 4,0-100,Technical,Inactive,23,3,0.1304347826086956,,churned,70.63091054862639,100-500,retail,0.6526182109725276,13,123,1,2021
271,2024-05-02,,pro,400,2,enterprise,uk,65,,2029-09-30,9600,24,No Change,76,6,0,Low,1.362451122099419,4,At Risk,Cluster 3,100-500,General,Active,32,27,0.84375,2026-05-02,renewed,51.17951941937454,100-500,finance,0.4635903883874908,9,157,0,2024
272,2022-09-12,,basic,50,4,small business,netherlands,85,,2029-09-30,1200,24,No Change,35,7,0,Low,3.818170297269752,2,Churned,Cluster 3,500+,General,Active,44,21,0.4772727272727273,2024-09-12,renewed,85.76210290122928,100-500,finance,0.3952420580245857,7,755,0,2022
273,2023-11-06,,pro,400,5,enterprise,usa,71,,2029-09-30,14400,36,No Change,57,6,0,High,5.560425297071268,3,New,Cluster 2,500+,Technical,Active,44,42,0.9545454545454546,2026-11-06,renewed,100.0,10-50,technology,0.63208306572591,12,335,0,2023
274,2024-09-20,,basic,50,4,small business,usa,61,,2029-09-30,600,12,No Change,92,0,0,High,3.5712519771244864,4,New,Cluster 2,100-500,Feature Request,Active,45,6,0.1333333333333333,2025-09-20,renewed,100.0,100-500,retail,0.7164104484634453,14,16,0,2024
275,2022-03-05,2024-06-05,basic,50,1,small business,canada,27,high cost,2024-06-05,1800,36,No Change,88,2,1,Low,1.4997198625765376,2,Loyal,Cluster 1,100-500,General,Inactive,27,19,0.7037037037037037,,churned,57.89723975407031,10-50,finance,0.8379447950814063,16,823,1,2022
276,2022-02-11,2023-01-11,pro,100,1,small business,canada,11,high cost,2023-01-11,2400,24,Expanded,45,5,1,Medium,1.4297990681826274,1,Churned,Cluster 4,0-100,Technical,Inactive,46,10,0.217391304347826,,churned,42.68960485454643,100-500,retail,0.6537920970909286,13,334,1,2022
277,2022-02-01,2022-08-01,pro,100,2,small business,denmark,6,feature gaps,2022-08-01,1200,12,No Change,4,0,1,High,2.3581332089912745,4,Churned,Cluster 2,0-100,Billing,Inactive,19,18,0.9473684210526316,,churned,55.604135468478695,10-50,retail,0.3120827093695739,6,181,1,2022
278,2023-07-02,2024-10-02,basic,50,5,small business,denmark,15,lack of support,2024-10-02,1800,36,No Change,11,2,1,High,4.6251960498166005,3,New,Cluster 3,500+,Technical,Inactive,13,4,0.3076923076923077,,churned,100.0,100-500,technology,0.8419341764068244,16,458,1,2023
279,2022-08-11,,pro,100,2,small business,denmark,86,,2029-09-30,3600,36,No Change,20,6,0,Medium,2.4522225186892737,2,At Risk,Cluster 3,100-500,General,Active,43,28,0.6511627906976745,2025-08-11,renewed,46.92151970769272,50-100,technology,0.3784303941538544,7,787,0,2022
280,2023-08-31,,basic,50,1,small business,norway,74,,2029-09-30,1800,36,Expanded,68,8,0,High,0.0511395981794693,0,Loyal,Cluster 4,500+,Billing,Active,23,6,0.2608695652173913,2026-08-31,renewed,28.71192476831272,100-500,finance,0.4942384953662542,9,402,0,2023
281,2024-01-08,,pro,100,5,small business,usa,69,,2029-09-30,2400,24,Expanded,77,6,0,High,5.706658433117576,0,New,Cluster 1,100-500,Feature Request,Active,28,18,0.6428571428571429,2026-01-08,renewed,100.0,100-500,finance,0.8143385624218746,16,272,0,2024
282,2022-05-24,,basic,50,5,small business,netherlands,89,,2029-09-30,1800,36,No Change,78,2,0,High,5.89149940445186,2,New,Cluster 1,0-100,Technical,Active,34,8,0.2352941176470588,2025-05-24,renewed,100.0,10-50,retail,0.8714320514392349,17,866,0,2022
283,2023-10-04,,basic,50,5,small business,uk,72,,2029-09-30,1800,36,No Change,7,0,0,Medium,5.097819263280144,1,New,Cluster 4,0-100,Technical,Active,45,11,0.2444444444444444,2026-10-04,renewed,100.0,100-500,retail,0.5852854291396403,11,368,0,2023
284,2022-08-02,,pro,100,3,small business,germany,87,,2029-09-30,3600,36,No Change,14,0,0,High,3.922833239284099,1,Churned,Cluster 3,500+,General,Active,18,15,0.8333333333333334,2025-08-02,renewed,84.12725591481588,50-100,retail,0.4825451182963174,9,796,0,2022
285,2023-04-18,2024-03-18,basic,100,1,mid-market,germany,11,high cost,2024-03-18,1200,12,Expanded,13,0,1,High,0.2437761650645409,0,At Risk,Cluster 2,500+,Billing,Inactive,11,7,0.6363636363636364,,churned,36.68486029709939,50-100,technology,0.3336972059419879,6,335,1,2023
286,2024-08-12,,pro,100,5,small business,germany,62,,2029-09-30,2400,24,No Change,61,4,0,Medium,4.092126127363954,3,Loyal,Cluster 3,100-500,Billing,Active,47,17,0.3617021276595745,2026-08-12,renewed,100.0,50-100,technology,0.7905740269826917,15,55,0,2024
287,2024-06-05,,enterprise,425,5,enterprise,denmark,64,,2029-09-30,21600,36,No Change,73,4,0,Medium,5.644456225154022,4,At Risk,Cluster 3,100-500,Technical,Active,26,22,0.8461538461538461,2027-06-05,renewed,100.0,50-100,retail,0.8172456855459582,16,123,0,2024
288,2022-01-15,,enterprise,425,3,enterprise,canada,93,,2029-09-30,7200,12,Expanded,43,0,0,High,3.5005215881746308,0,Loyal,Cluster 4,100-500,Billing,Active,10,2,0.2,2023-01-15,renewed,96.56154339786607,10-50,technology,0.7312308679573214,14,995,0,2022
289,2023-02-02,,basic,50,2,small business,usa,81,,2029-09-30,1200,24,No Change,23,5,0,Medium,2.124858748235842,1,Loyal,Cluster 4,100-500,Technical,Active,7,2,0.2857142857142857,2025-02-02,renewed,45.29732086473461,50-100,retail,0.3059464172946922,6,612,0,2023
290,2022-08-16,,basic,50,3,small business,switzerland,86,,2029-09-30,600,12,Expanded,56,2,0,Medium,2.482330428615524,2,At Risk,Cluster 3,0-100,General,Active,12,1,0.0833333333333333,2023-08-16,renewed,71.5482520917052,100-500,finance,0.3109650418341037,6,782,0,2022
291,2021-10-05,2023-06-05,pro,100,1,small business,uk,20,high cost,2023-06-05,2400,24,No Change,42,1,1,Medium,1.8316151667013445,2,Churned,Cluster 3,500+,Technical,Inactive,18,15,0.8333333333333334,,churned,58.1999328181303,50-100,retail,0.803998656362606,16,608,1,2021
292,2024-03-10,,basic,100,5,mid-market,netherlands,67,,2029-09-30,1200,12,Expanded,65,2,0,Low,5.672841845971279,2,Loyal,Cluster 1,500+,General,Active,44,26,0.5909090909090909,2025-03-10,renewed,100.0,100-500,technology,0.5859158824993425,11,210,0,2024
293,2023-10-07,,basic,50,3,small business,germany,72,,2029-09-30,1200,24,No Change,2,9,0,Low,2.3115465211603405,4,At Risk,Cluster 2,500+,Billing,Active,26,9,0.3461538461538461,2025-10-07,renewed,62.82820713005404,50-100,technology,0.4165641426010809,8,365,0,2023
294,2022-07-30,,enterprise,150,4,small business,sweden,87,,2029-09-30,1800,12,No Change,27,9,0,Low,3.28239812707437,1,Loyal,Cluster 4,500+,Billing,Active,31,25,0.8064516129032258,2023-07-30,renewed,99.04125710795076,100-500,finance,0.7408251421590155,14,799,0,2022
295,2024-02-04,,pro,100,5,small business,sweden,68,,2029-09-30,3600,36,No Change,34,0,0,Medium,5.848145977691367,0,Loyal,Cluster 1,100-500,Feature Request,Active,36,31,0.8611111111111112,2027-02-04,renewed,100.0,50-100,retail,0.8628384837408789,17,245,0,2024
296,2023-06-30,,enterprise,300,5,mid-market,germany,76,,2029-09-30,7200,24,No Change,60,0,0,Low,5.052165036834806,2,Churned,Cluster 1,100-500,General,Active,16,8,0.5,2025-06-30,renewed,100.0,50-100,finance,0.5555985116810569,11,464,0,2023
297,2023-02-20,,basic,50,4,small business,denmark,80,,2029-09-30,1800,36,No Change,22,9,0,Low,3.161161624573027,0,Loyal,Cluster 4,0-100,Technical,Active,47,38,0.8085106382978723,2026-02-20,renewed,86.48303934640911,50-100,technology,0.4896607869281823,9,594,0,2023
298,2021-10-12,,pro,100,5,small business,usa,97,,2029-09-30,1200,12,No Change,50,7,0,Medium,5.069118438312618,1,At Risk,Cluster 4,0-100,Technical,Active,33,24,0.7272727272727273,2022-10-12,renewed,100.0,50-100,technology,0.7288174051414406,14,1090,0,2021
299,2021-12-29,,pro,100,2,small business,germany,94,,2029-09-30,3600,36,Expanded,20,7,0,Low,2.7452517709717927,1,Churned,Cluster 2,0-100,Billing,Active,19,15,0.7894736842105263,2024-12-29,renewed,58.9228772772026,50-100,finance,0.658457545544052,13,1012,0,2021
300,2024-08-14,2024-11-14,enterprise,425,2,enterprise,uk,3,high cost,2024-11-14,7200,12,No Change,97,9,1,Low,2.2027681413771267,3,Churned,Cluster 4,0-100,Billing,Inactive,30,3,0.1,,churned,53.60675597987074,50-100,technology,0.6321351195974148,12,92,1,2024
301,2024-09-07,,basic,50,5,small business,norway,61,,2029-09-30,1200,24,No Change,92,5,0,Medium,5.19286790925132,0,At Risk,Cluster 1,0-100,Feature Request,Active,47,26,0.5531914893617021,2026-09-07,renewed,100.0,100-500,retail,0.6808464846624178,13,29,0,2024
302,2023-07-10,,enterprise,425,4,enterprise,canada,75,,2029-09-30,21600,36,No Change,30,0,0,Medium,4.021941486090125,3,Churned,Cluster 2,100-500,Technical,Active,28,2,0.0714285714285714,2026-07-10,renewed,100.0,100-500,retail,0.8387731297110115,16,454,0,2023
303,2024-06-17,,basic,50,4,small business,germany,64,,2029-09-30,1200,24,No Change,59,2,0,High,3.683282225381204,4,At Risk,Cluster 2,0-100,Feature Request,Active,18,16,0.8888888888888888,2026-06-17,renewed,100.0,50-100,finance,0.5954173821117755,11,111,0,2024
304,2023-08-23,,pro,100,3,small business,france,74,,2029-09-30,2400,24,Expanded,71,2,0,High,2.5482407276384014,2,At Risk,Cluster 1,500+,Technical,Active,11,5,0.4545454545454545,2025-08-23,renewed,81.20013158179677,10-50,technology,0.5040026316359353,10,410,0,2023
305,2022-03-25,,basic,100,5,mid-market,switzerland,91,,2029-09-30,1200,12,Contract Reduced,72,4,0,High,5.438490401151664,3,At Risk,Cluster 4,500+,Billing,Active,39,14,0.358974358974359,2023-03-25,renewed,100.0,50-100,technology,0.801918534456542,16,926,0,2022
306,2022-03-01,2024-02-01,basic,100,1,mid-market,uk,23,lack of support,2024-02-01,3600,36,Contract Reduced,12,6,1,Medium,0.2428298110099442,1,At Risk,Cluster 2,0-100,General,Inactive,9,3,0.3333333333333333,,churned,41.01749590961408,100-500,retail,0.6603499181922816,13,702,1,2022
307,2022-10-01,,basic,50,2,small business,norway,85,,2029-09-30,1200,24,No Change,11,4,0,Medium,1.8724920527143147,1,Loyal,Cluster 2,0-100,Feature Request,Active,40,29,0.725,2024-10-01,renewed,68.84036773388593,50-100,finance,0.7368073546777185,14,736,0,2022
308,2024-09-02,,enterprise,425,1,enterprise,denmark,61,,2029-09-30,21600,36,No Change,26,5,0,Medium,0.024006054545365,0,New,Cluster 2,100-500,Feature Request,Active,14,7,0.5,2027-09-02,renewed,50.0924678973957,100-500,finance,0.801849357947914,16,34,0,2024
309,2024-05-02,,pro,200,1,mid-market,france,65,,2029-09-30,4800,24,No Change,39,7,0,Medium,0.3899165429972611,0,Churned,Cluster 2,100-500,Billing,Active,36,12,0.3333333333333333,2026-05-02,renewed,35.26157566066448,10-50,retail,0.5852315132132895,11,157,0,2024
310,2024-07-18,,pro,200,5,mid-market,sweden,63,,2029-09-30,4800,24,No Change,31,6,0,High,5.72159787383099,4,At Risk,Cluster 2,100-500,Billing,Active,37,34,0.918918918918919,2026-07-18,renewed,100.0,10-50,finance,0.5627399322857474,11,80,0,2024
311,2024-09-02,2025-08-02,basic,50,2,small business,canada,11,high cost,2025-08-02,600,12,No Change,90,3,1,High,1.402927842107066,2,At Risk,Cluster 4,0-100,Feature Request,Inactive,41,30,0.7317073170731707,,churned,64.49882775562826,50-100,technology,0.6099765551125652,12,334,1,2024
312,2022-06-07,,basic,50,5,small business,switzerland,89,,2029-09-30,600,12,No Change,83,2,0,High,5.486870347912388,1,Loyal,Cluster 1,100-500,Feature Request,Active,16,2,0.125,2023-06-07,renewed,100.0,50-100,retail,0.8112290494828158,16,852,0,2022
313,2022-07-24,,enterprise,300,4,mid-market,norway,87,,2029-09-30,10800,36,No Change,73,4,0,Medium,3.952644704413808,3,Churned,Cluster 3,500+,General,Active,45,15,0.3333333333333333,2025-07-24,renewed,100.0,10-50,finance,0.6224042981059088,12,805,0,2022
314,2022-01-31,,basic,50,5,small business,france,93,,2029-09-30,1200,24,Expanded,85,0,0,High,4.042018313972721,0,Churned,Cluster 4,100-500,Technical,Active,20,4,0.2,2024-01-31,renewed,100.0,10-50,technology,0.8907926865545037,17,979,0,2022
315,2024-04-13,,enterprise,150,3,small business,norway,66,,2029-09-30,3600,24,Contract Reduced,69,1,0,Medium,2.857288558417064,4,Loyal,Cluster 3,0-100,Feature Request,Active,18,11,0.6111111111111112,2026-04-13,renewed,100.0,10-50,retail,0.8612366938006792,17,176,0,2024
316,2024-08-15,,pro,100,5,small business,france,62,,2029-09-30,2400,24,Contract Reduced,83,5,0,Low,4.8102971073568135,1,Churned,Cluster 1,500+,Technical,Active,22,16,0.7272727272727273,2026-08-15,renewed,100.0,10-50,technology,0.4696592742360591,9,52,0,2024
317,2023-01-26,2024-06-26,enterprise,150,2,small business,denmark,17,high cost,2024-06-26,5400,36,Contract Reduced,78,3,1,Medium,1.7387082601788646,1,Loyal,Cluster 4,500+,General,Inactive,9,2,0.2222222222222222,,churned,63.67681764249758,100-500,finance,0.5935363528499515,11,517,1,2023
318,2023-10-07,,basic,100,4,mid-market,netherlands,72,,2029-09-30,1200,12,Contract Reduced,49,8,0,High,3.736500214790266,2,New,Cluster 2,500+,Feature Request,Active,44,31,0.7045454545454546,2024-10-07,renewed,96.55890485002934,10-50,finance,0.6511780970005868,13,365,0,2023
319,2022-04-02,,pro,100,4,small business,germany,91,,2029-09-30,3600,36,No Change,30,3,0,Low,3.834328557951405,3,New,Cluster 2,500+,Billing,Active,16,7,0.4375,2025-04-02,renewed,100.0,10-50,retail,0.7541565956048649,15,918,0,2022
320,2024-10-08,2025-04-08,pro,200,2,mid-market,usa,6,high cost,2025-04-08,2400,12,No Change,37,2,1,High,1.0190867061344533,4,Churned,Cluster 3,100-500,Billing,Inactive,49,44,0.8979591836734694,,churned,60.14709373155191,10-50,retail,0.4829418746310381,9,182,1,2024
321,2024-07-23,,enterprise,425,5,enterprise,sweden,63,,2029-09-30,7200,12,Expanded,10,9,0,Low,4.563650006590944,4,At Risk,Cluster 1,0-100,Technical,Active,12,1,0.0833333333333333,2025-07-23,renewed,100.0,10-50,technology,0.7258028061027146,14,75,0,2024
322,2024-12-02,2025-10-02,basic,50,3,small business,norway,10,feature gaps,2025-10-02,600,12,No Change,63,2,1,High,3.774849070740721,0,New,Cluster 2,500+,Technical,Inactive,40,10,0.25,,churned,94.50504507763728,100-500,finance,0.7701009015527454,15,304,1,2024
323,2024-05-20,,basic,50,4,small business,denmark,65,,2029-09-30,1200,24,Contract Reduced,5,7,0,Low,4.175253973230218,1,Loyal,Cluster 3,0-100,Feature Request,Active,23,1,0.0434782608695652,2026-05-20,renewed,95.16745496835476,100-500,technology,0.5833490993670951,11,139,0,2024
324,2024-08-12,,basic,50,4,small business,germany,62,,2029-09-30,1800,36,Contract Reduced,44,1,0,High,4.588364690634367,4,At Risk,Cluster 3,500+,Feature Request,Active,17,1,0.0588235294117647,2027-08-12,renewed,100.0,100-500,finance,0.4819318703065503,9,55,0,2024
325,2021-10-30,,enterprise,150,3,small business,usa,96,,2029-09-30,1800,12,No Change,47,1,0,Low,3.911686294350328,0,New,Cluster 4,0-100,Feature Request,Active,43,18,0.4186046511627907,2022-10-30,renewed,86.49831022806579,50-100,technology,0.5699662045613159,11,1072,0,2021
326,2024-02-22,,pro,200,4,mid-market,denmark,68,,2029-09-30,2400,12,Contract Reduced,51,7,0,Low,4.703691851677776,2,New,Cluster 3,0-100,Technical,Active,16,2,0.125,2025-02-22,renewed,100.0,100-500,technology,0.7169820798728855,14,227,0,2024
327,2022-10-30,,pro,200,3,mid-market,uk,84,,2029-09-30,2400,12,No Change,83,3,0,Medium,3.689595162376292,2,Churned,Cluster 2,500+,General,Active,36,22,0.6111111111111112,2023-10-30,renewed,76.14869011659275,10-50,technology,0.4429738023318549,8,707,0,2022
328,2024-10-09,,basic,50,4,small business,canada,60,,2029-09-30,1800,36,No Change,18,5,0,High,4.100702557677503,3,At Risk,Cluster 4,500+,Feature Request,Active,12,3,0.25,2027-10-09,renewed,92.87455023701771,10-50,finance,0.4574910047403546,9,-3,0,2024
329,2024-05-10,,basic,50,5,small business,germany,65,,2029-09-30,1800,36,No Change,38,6,0,Medium,4.641467164623142,1,At Risk,Cluster 2,500+,Billing,Active,35,12,0.3428571428571428,2027-05-10,renewed,100.0,50-100,finance,0.3295766956586499,6,149,0,2024
330,2024-07-22,2025-04-22,basic,50,1,small business,germany,9,high cost,2025-04-22,600,12,No Change,95,2,1,High,0.0607076110660085,1,Loyal,Cluster 2,500+,General,Inactive,49,34,0.6938775510204082,,churned,49.21973250379197,50-100,finance,0.6643946500758395,13,274,1,2024
331,2024-05-20,,basic,200,5,enterprise,usa,65,,2029-09-30,2400,12,No Change,66,3,0,Medium,4.014783802888586,4,New,Cluster 1,100-500,Feature Request,Active,23,5,0.217391304347826,2025-05-20,renewed,100.0,100-500,retail,0.3537396145897864,7,139,0,2024
332,2022-08-13,,basic,100,4,mid-market,uk,86,,2029-09-30,2400,24,Expanded,89,7,0,Low,3.121811086470365,0,At Risk,Cluster 1,0-100,Feature Request,Active,10,1,0.1,2024-08-13,renewed,83.74462555162376,50-100,retail,0.3548925110324752,7,785,0,2022
333,2024-04-22,,pro,200,3,mid-market,sweden,66,,2029-09-30,7200,36,No Change,99,9,0,Low,3.324635827079165,3,Loyal,Cluster 4,100-500,Technical,Active,17,9,0.5294117647058824,2027-04-22,renewed,86.5171909169149,10-50,finance,0.8903438183382981,17,167,0,2024
334,2022-02-06,,basic,50,5,small business,norway,93,,2029-09-30,1800,36,No Change,90,6,0,Low,4.984003458864166,1,At Risk,Cluster 1,500+,Feature Request,Active,7,3,0.4285714285714285,2025-02-06,renewed,100.0,10-50,finance,0.4044940154372378,8,973,0,2022
335,2024-08-01,2025-04-01,basic,50,1,small business,sweden,8,high cost,2025-04-01,1800,36,No Change,45,5,1,Low,1.668649591498797,4,Loyal,Cluster 4,0-100,Billing,Inactive,24,15,0.625,,churned,46.22861757221606,50-100,retail,0.7245723514443212,14,243,1,2024
336,2024-07-16,,pro,100,5,small business,france,63,,2029-09-30,2400,24,Expanded,94,2,0,High,4.326708899486313,2,At Risk,Cluster 4,100-500,Billing,Active,48,18,0.375,2026-07-16,renewed,100.0,10-50,technology,0.4755930586004447,9,82,0,2024
337,2022-06-22,,enterprise,150,5,small business,sweden,88,,2029-09-30,1800,12,No Change,20,7,0,Medium,5.7988250443346505,2,At Risk,Cluster 1,500+,Feature Request,Active,30,7,0.2333333333333333,2023-06-22,renewed,100.0,50-100,technology,0.6858626115707103,13,837,0,2022
338,2024-05-27,2024-11-27,pro,200,1,mid-market,uk,6,lack of support,2024-11-27,7200,36,No Change,64,5,1,High,0.0492888092726453,1,New,Cluster 3,0-100,Technical,Inactive,33,20,0.6060606060606061,,churned,44.1732354098412,100-500,retail,0.6834647081968239,13,184,1,2024
339,2023-03-31,,basic,50,3,small business,canada,79,,2029-09-30,1800,36,No Change,65,2,0,High,2.4253285730226857,1,At Risk,Cluster 2,0-100,Feature Request,Active,47,38,0.8085106382978723,2026-03-31,renewed,87.17573238540899,50-100,technology,0.6235146477081799,12,555,0,2023
340,2022-09-28,2023-05-28,pro,200,2,mid-market,switzerland,8,business change,2023-05-28,4800,24,Contract Reduced,76,3,1,Medium,2.3650234602324005,4,At Risk,Cluster 2,500+,Feature Request,Inactive,9,6,0.6666666666666666,,churned,64.75954793352165,50-100,technology,0.6151909586704329,12,242,1,2022
341,2024-05-02,,basic,50,3,small business,france,65,,2029-09-30,600,12,No Change,52,7,0,Medium,2.489310109209426,2,At Risk,Cluster 2,0-100,General,Active,31,6,0.1935483870967742,2025-05-02,renewed,90.49194098844464,10-50,technology,0.8898388197688925,17,157,0,2024
342,2022-06-28,,pro,200,5,mid-market,netherlands,88,,2029-09-30,7200,36,No Change,64,7,0,Low,4.182706485447111,1,At Risk,Cluster 1,100-500,Feature Request,Active,33,16,0.4848484848484848,2025-06-28,renewed,100.0,10-50,finance,0.3292597912878842,6,831,0,2022
343,2021-10-29,,enterprise,150,5,small business,norway,96,,2029-09-30,1800,12,No Change,80,5,0,Low,5.192692994993552,4,At Risk,Cluster 1,500+,Technical,Active,37,9,0.2432432432432432,2022-10-29,renewed,100.0,100-500,retail,0.3294027869827641,6,1073,0,2021
344,2022-05-18,,enterprise,300,1,mid-market,germany,89,,2029-09-30,7200,24,No Change,27,9,0,Medium,1.025670724870284,0,At Risk,Cluster 1,500+,Billing,Active,5,3,0.6,2024-05-18,renewed,20.89571040253643,10-50,finance,0.3779142080507286,7,872,0,2022
345,2022-10-25,,pro,200,2,mid-market,canada,84,,2029-09-30,4800,24,No Change,76,5,0,Low,1.8639787429268817,4,Churned,Cluster 1,100-500,Technical,Active,5,1,0.2,2024-10-25,renewed,67.42561910239515,100-500,retail,0.7485123820479029,14,712,0,2022
346,2024-07-22,,basic,100,5,mid-market,switzerland,63,,2029-09-30,2400,24,No Change,65,7,0,High,5.291855786046079,0,At Risk,Cluster 3,0-100,General,Active,20,8,0.4,2026-07-22,renewed,100.0,50-100,retail,0.3865440126708621,7,76,0,2024
347,2024-11-21,,enterprise,425,3,enterprise,switzerland,59,,2029-09-30,7200,12,No Change,82,1,0,High,3.75749304735386,0,Loyal,Cluster 4,500+,Billing,Active,43,3,0.0697674418604651,2025-11-21,renewed,81.84451715040301,10-50,retail,0.4768903430080601,9,-46,0,2024
348,2022-08-28,,enterprise,150,4,small business,france,86,,2029-09-30,3600,24,No Change,32,0,0,Medium,4.026521009140884,4,Churned,Cluster 3,100-500,Feature Request,Active,40,25,0.625,2024-08-28,renewed,100.0,100-500,technology,0.5814358466340714,11,770,0,2022
349,2023-11-01,2024-05-01,basic,50,2,small business,canada,6,lack of support,2024-05-01,600,12,No Change,80,8,1,Medium,1.344394958847266,0,Churned,Cluster 4,500+,General,Inactive,43,29,0.6744186046511628,,churned,49.97697895853423,10-50,retail,0.5195395791706845,10,182,1,2023
350,2023-01-18,,pro,400,3,enterprise,usa,81,,2029-09-30,9600,24,No Change,58,6,0,High,3.8203922482893926,3,Churned,Cluster 1,500+,Billing,Active,45,19,0.4222222222222222,2025-01-18,renewed,66.95420489690038,100-500,retail,0.3790840979380076,7,627,0,2023
351,2024-12-08,,basic,50,5,small business,usa,58,,2029-09-30,1200,24,Expanded,45,9,0,Low,5.266357349791544,0,New,Cluster 2,100-500,Technical,Active,13,9,0.6923076923076923,2026-12-08,renewed,100.0,100-500,technology,0.7424588648562733,14,-63,0,2024
352,2023-06-29,,basic,50,3,small business,sweden,76,,2029-09-30,600,12,Expanded,14,2,0,Medium,3.825210053766221,3,At Risk,Cluster 4,0-100,Technical,Active,49,42,0.8571428571428571,2024-06-29,renewed,83.15591427725988,50-100,technology,0.5431182855451978,10,465,0,2023
353,2024-10-19,,basic,50,4,small business,norway,60,,2029-09-30,600,12,Contract Reduced,98,4,0,Medium,4.043466837706491,1,Churned,Cluster 1,500+,Billing,Active,36,33,0.9166666666666666,2025-10-19,renewed,91.07237559299703,10-50,technology,0.3814475118599406,7,-13,0,2024
354,2022-02-14,,basic,50,4,small business,uk,92,,2029-09-30,1200,24,No Change,25,2,0,Low,3.2872427561376325,3,Churned,Cluster 3,500+,Billing,Active,13,2,0.1538461538461538,2024-02-14,renewed,95.9961554049181,50-100,technology,0.399923108098362,7,965,0,2022
355,2024-11-25,,pro,200,3,mid-market,norway,59,,2029-09-30,4800,24,No Change,89,1,0,High,2.949067125244881,4,At Risk,Cluster 3,100-500,Technical,Active,7,5,0.7142857142857143,2026-11-25,renewed,92.11906469614073,50-100,technology,0.6823812939228144,13,-50,0,2024
356,2022-04-30,2024-03-30,basic,100,2,mid-market,switzerland,23,high cost,2024-03-30,2400,24,No Change,85,3,1,Medium,1.3250221305949126,0,New,Cluster 4,0-100,General,Inactive,34,8,0.2352941176470588,,churned,51.80678220737006,10-50,retail,0.3561356441474013,7,700,1,2022
357,2024-11-16,2027-10-16,basic,100,2,mid-market,norway,35,lack of support,2027-10-16,3600,36,No Change,27,2,1,Medium,1.3557681174689993,4,At Risk,Cluster 4,0-100,Technical,Inactive,20,7,0.35,,churned,66.5404604672556,10-50,finance,0.6108092093451118,12,1064,1,2024
358,2022-08-12,,pro,100,1,small business,sweden,86,,2029-09-30,1200,12,No Change,18,1,0,Low,0.2613452608265247,1,Loyal,Cluster 2,100-500,Billing,Active,37,26,0.7027027027027027,2023-08-12,renewed,34.67183957102954,50-100,finance,0.3334367914205907,6,786,0,2022
359,2022-02-10,,pro,200,5,mid-market,usa,92,,2029-09-30,4800,24,No Change,58,5,0,Medium,5.085880888978656,1,Loyal,Cluster 1,0-100,Technical,Active,16,3,0.1875,2024-02-10,renewed,100.0,50-100,technology,0.7990347787830538,15,969,0,2022
360,2023-03-14,,basic,50,5,small business,denmark,79,,2029-09-30,1200,24,No Change,98,2,0,High,4.5708081369268445,0,New,Cluster 3,100-500,General,Active,46,6,0.1304347826086956,2025-03-14,renewed,100.0,10-50,technology,0.8595613245021863,17,572,0,2023
361,2024-03-06,,pro,400,3,enterprise,usa,67,,2029-09-30,4800,12,Expanded,92,1,0,High,3.0666167249174814,2,New,Cluster 2,100-500,Technical,Active,20,16,0.8,2025-03-06,renewed,76.01372649042905,100-500,finance,0.360274529808581,7,214,0,2024
362,2022-10-18,2023-06-18,basic,50,1,small business,switzerland,8,feature gaps,2023-06-18,600,12,No Change,64,2,1,Medium,1.5801664999428755,0,Churned,Cluster 1,0-100,General,Inactive,33,3,0.0909090909090909,,churned,41.155206382764185,50-100,finance,0.5031041276552837,10,243,1,2022
